"Player","Club","Age","Position","Nation","Value","ContractYearsLeft","League","MP_Weighted_Avg","Starts_Weighted_Avg","Min_Weighted_Avg","TotalMins/90_Weighted_Avg","Gls_Weighted_Avg","Ast_Weighted_Avg","Non-PenaltyGoals_Weighted_Avg","PenaltiesScored_Weighted_Avg","PenaltiesAttempted_Weighted_Avg","YellowCards_Weighted_Avg","RedCards_Weighted_Avg","Gls/90_Weighted_Avg","Ast/90_Weighted_Avg","GandA/90_Weighted_Avg","Non-PenaltyGoals/90_Weighted_Avg","GlsandAst-ScoredPenalties/90_Weighted_Avg","xG_Weighted_Avg","Non-PenaltyxG_Weighted_Avg","xA_Weighted_Avg","Non-penaltyxGandxA_Weighted_Avg","xG/90_Weighted_Avg","xA/90_Weighted_Avg","xGandxA/90_Weighted_Avg","Non-PenaltyxG/90_Weighted_Avg","Non-PenaltyxGandxA/90_Weighted_Avg","TotalShots_Weighted_Avg","TotalShotsonTarget_Weighted_Avg","ShotsonTarget%_Weighted_Avg","Shots/90_Weighted_Avg","ShotsonTarget/90_Weighted_Avg","Goals/Shots_Weighted_Avg","Goals/ShotsonTarget_Weighted_Avg","AvgShotDistance-yds_Weighted_Avg","FreekickShots_Weighted_Avg","Non-PenaltyxG/Shots_Weighted_Avg","GoalsScoredminusxG_Weighted_Avg","Non-PenaltyGoalsScoredminusNon-PenaltyxG_Weighted_Avg","Shot-CreatingActions_Weighted_Avg","Shot-CreatingActions/90_Weighted_Avg","PassesLeadingtoShotAttempt_Weighted_Avg","Set-PieceLeadingtoShotAttempt_Weighted_Avg","DribblesLeadingtoShotAttempt_Weighted_Avg","ShotsLeadingtoShotAttempt_Weighted_Avg","FoulsDrawnLeadingtoShotAttempt_Weighted_Avg","DefensiveActionsLeadingtoShotAttempt_Weighted_Avg","GoalCreatingActions_Weighted_Avg","GoalCreatingActions/90_Weighted_Avg","PassesLeadingtoGoals_Weighted_Avg","Set-PieceLeadingtoGoals_Weighted_Avg","DribblesLeadingtoGoals_Weighted_Avg","ShotsLeadingtoGoals_Weighted_Avg","FoulsDrawnLeadingtoGoals_Weighted_Avg","DefensiveActionsLeadingtoGoals_Weighted_Avg","Touches_Weighted_Avg","TouchesinDefensivePenaltyBox_Weighted_Avg","TouchesinDefensive3rd_Weighted_Avg","TouchesinMidfield3rd_Weighted_Avg","TouchesinAttacking3rd_Weighted_Avg","TouchesinAttackingPenaltyBox_Weighted_Avg","TouchesinOpen-play_Weighted_Avg","TotalSuccessfulDribbles_Weighted_Avg","TotalAttemptedDribbles_Weighted_Avg","DribbleSuccess%_Weighted_Avg","Totalno.ofPlayersDribblesPast_Weighted_Avg","TotalNutmegs_Weighted_Avg","TotalCarries_Weighted_Avg","TotalDistanceCarriedtheBall_Weighted_Avg","TotalDistanceCarriedtheBallinForwardDirection_Weighted_Avg","TotalCarriesinForwardDirection_Weighted_Avg","CarriesintoFinalThird_Weighted_Avg","CarriesintoAttackingPenaltyBox_Weighted_Avg","TotalFailedAttemptsatControllingBall_Weighted_Avg","NumberofTimesTackledwhenDribbling_Weighted_Avg","NumberofTimesPlayerwasPassTarget_Weighted_Avg","NumberofTimesReceivedPass_Weighted_Avg","%ofTimesSuccessfullyReceivedPass_Weighted_Avg","ProgressivePassesReceived_Weighted_Avg","PassesCompleted-Allpass-types_Weighted_Avg","PassesAttempted-Allpass-types_Weighted_Avg","PassCompletion%-Allpass-types_Weighted_Avg","TotalDistanceofCompletedPasses-AllPass-types_Weighted_Avg","TotalDistanceofCompletedProgressivePasses-AllPass-types_Weighted_Avg","PassesCompleted-ShortPasses_Weighted_Avg","PassesAttempted-ShortPasses_Weighted_Avg","PassCompletion%-ShortPasses_Weighted_Avg","PassesCompleted-MediumPasses_Weighted_Avg","PassesAttempted-MediumPasses_Weighted_Avg","PassCompletion%-MediumPasses_Weighted_Avg","PassesCompleted-LongPasses_Weighted_Avg","PassesAttempted-LongPasses_Weighted_Avg","PassCompletion%-LongPasses_Weighted_Avg","TotalAssists_Weighted_Avg","xGAssisted_Weighted_Avg","AssistminusxGAssisted_Weighted_Avg","CompletedpassesthatenterFinal3rd_Weighted_Avg","CompletedpassesthatenterPenaltyBox_Weighted_Avg","CompletedCrossesthatenterPenaltyBox_Weighted_Avg","TotalCompletedProgressivePasses_Weighted_Avg","TotalNumberofPlayersTackled_Weighted_Avg","TotalTacklesWon_Weighted_Avg","TacklesinDefensive3rd_Weighted_Avg","TacklesinMidfield3rd_Weighted_Avg","TacklesinAttacking3rd_Weighted_Avg","NumberofDribblersTackled_Weighted_Avg","TimesDribbledPastandTotalTackles_Weighted_Avg","%ofDribblersTackled_Weighted_Avg","NumberofTimesDribbledPast_Weighted_Avg","NumberofPressingActions_Weighted_Avg","TimesSquadgainedPossessionwithin5secondsofPressingActions_Weighted_Avg","SuccessfulPressure%_Weighted_Avg","NumberofPressesinDefensiveThird_Weighted_Avg","NumberofPressesinMidfieldThird_Weighted_Avg","NumberofPressesinAttackingThird_Weighted_Avg","TotalDefensiveBlocks_Weighted_Avg","TotalShotsBlocked_Weighted_Avg","GoalSavingBlocks_Weighted_Avg","TimesblockedaPass_Weighted_Avg","TotalInterceptions_Weighted_Avg","TotalPlayersTackledandTotalInterceptions_Weighted_Avg","TotalClearances_Weighted_Avg","MistakesleadingtoOpponentShots_Weighted_Avg","2ndYellowCards_Weighted_Avg","FoulsCommitted_Weighted_Avg","FoulsDrawn_Weighted_Avg","Offsides_Weighted_Avg","Crosses_Weighted_Avg","Interceptions_Weighted_Avg","PenaltyKicksWon_Weighted_Avg","PenaltiesConceded_Weighted_Avg","OwnGoals_Weighted_Avg","TotalLooseBallsRecovered_Weighted_Avg","AerialDuelWon_Weighted_Avg","AerialDuelLost_Weighted_Avg","%AerialDuelsWon_Weighted_Avg","""Squad(20/21)"""
"Adam Webster","Brighton &amp; Hove Albion",26,"Defender","England",16200000,5,"Premier League",29.6666666666667,29.6666666666667,2618.66666666667,29.0666666666667,1.66666666666667,0.333333333333333,1.66666666666667,0,0,4,0,0.0533333333333333,0.01,0.0633333333333333,0.0533333333333333,0.0633333333333333,1.16666666666667,1.16666666666667,0.466666666666667,1.63333333333333,0.04,0.0166666666666667,0.0566666666666667,0.04,0.0566666666666667,21.3333333333333,6.33333333333333,31.2666666666667,0.733333333333333,0.22,0.09,0.256666666666667,12.8666666666667,0,0.0566666666666667,0.5,0.5,20.6666666666667,0.706666666666667,18.3333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,1,0.03,1,0,0,0,0,0,2108.33333333333,273,1161,980,173,32,2049.66666666667,8.66666666666667,12,70.9666666666667,10,0,1350.66666666667,9506.66666666667,6133.33333333333,141.666666666667,46,2.33333333333333,13.3333333333333,14,1459,1429.33333333333,97.9333333333333,8.66666666666667,1505,1804,83.4,32921.6666666667,11393.6666666667,423.333333333333,480.666666666667,88.0333333333333,795.333333333333,885.333333333333,89.8333333333333,277.333333333333,404.666666666667,68.5333333333333,0.333333333333333,0.466666666666667,-0.133333333333333,118.333333333333,6.33333333333333,1,104.666666666667,32.3333333333333,22.3333333333333,20.3333333333333,10,2,14.6666666666667,33.3333333333333,44,18.6666666666667,216.666666666667,86.6666666666667,40.0333333333333,113.333333333333,84.3333333333333,19,56,24.3333333333333,0.666666666666667,31.6666666666667,38,70.3333333333333,142.666666666667,1,0,20.3333333333333,17,0.666666666666667,4.33333333333333,38,0,0.666666666666667,0.333333333333333,334.333333333333,99.6666666666667,50.3333333333333,66.2,"Squad(20/21)"
"Adama Soumaoro","Bologna FC 1909",29,"Defender","France",3600000,3,"Serie A",19.4,17.15,1590.65,17.6627777777778,1,0.15,1,0,0,4.1,0.15,0.0111111111111111,0.0075,0.0186111111111111,0.0111111111111111,0.0186111111111111,1.085,1.085,0.14,1.225,0.0156111111111111,0.00505555555555556,0.0216666666666667,0.0156111111111111,0.0216666666666667,7.15,1.75,23.6111111111111,0.130166666666667,0.0194444444444444,0.0833333333333333,0.222222222222222,10.165,0,0.147055555555556,-0.085,-0.085,6.45,0.115111111111111,5.55,0,0,0.4,0,0.5,0.4,0.0102777777777778,0.15,0,0,0.25,0,0,1043.9,140.8,555.6,518.45,26.15,10.05,999.9,2.45,3.25,76.065,2.7,0,626.35,3339.3,1607.8,30.4,3.45,0,2.9,1.9,652.75,640.15,98.1580894931699,4.3,803.65,866.95,92.810353787555,16644.15,4530.85,232.2,251.2,92.5925309597523,439.15,456.75,96.0957260420147,123.95,145.15,85.0704838709677,0.15,0.14,0.01,18.3,0.15,0,25.25,20.65,13.65,16,4.65,0,4.2,7.85,56.6716666666667,3.65,148.9,55.35,37.7160714285714,94,51.25,3.65,37.75,22.65,0,15.1,22.15,42.8,86.4,0.45,0.15,24.35,14.55,0.35,0,22.15,0,1.5,0,168.3,51.55,15.1,75.5503145235893,"Squad(20/21)"
"Adama Traore","Wolverhampton Wanderers",25,"attack","Spain",2.7e+07,2,"Premier League",37.05,25.6,2417.7,26.8466666666667,2.7,4.55,2.7,0,0,2.75,0,0.193555555555556,0.0744444444444444,0.268,0.193555555555556,0.268,2.56,2.56,5.7,8.32,0.0992222222222222,0.125333333333333,0.223555555555556,0.0992222222222222,0.223555555555556,40.95,12.1,32.2766666666667,1.27133333333333,0.467777777777778,0.113333333333333,0.3125,19.72,1.75,0.0653833333333333,0.14,0.14,104.1,2.72822222222222,68.2,4.05,17.05,2.1,10.95,1.75,8.35,0.159444444444444,5.3,0.4,0.75,0.65,1,0.25,1272.3,20.4,132.9,650.4,645.35,99.7,1224.75,137.3,184.75,72.5746987951807,145.95,3.75,1094.95,7943.35,5112.25,266.75,80.75,51.6,75.1,76.55,1311.5,956.75,73.8098427355951,153.55,599.55,871.5,70.0644566119131,10114.45,2671.85,304.85,385.5,80.0598131039687,215.65,305.95,72.1558622652248,62.5,114.8,56.1052722287505,4.55,5.7,-1.15,46.9,31.3,17.9,65.05,30.65,19.6,13,11.85,5.8,8.25,20.95,37.0927601809955,12.7,349,97.65,28.7534693877551,76.85,181.9,90.25,26.25,2.75,0,23.5,9.4,40.05,17.05,0.5,0,37.8,75.45,5.8,105.6,9.4,0.5,0,0,160.2,56.8,59.9,43.7421875,"Squad(20/21)"
"Ademola Lookman","Leicester City",23,"attack","England",9900000,1,"Premier League",24.7,17,1616.75,17.9494444444444,2.5,2.6,2.5,0,0.5,2.6,0,0.0705555555555556,0.111833333333333,0.182388888888889,0.0705555555555556,0.182388888888889,3.435,3.085,3.32,6.415,0.193666666666667,0.152944444444444,0.345111111111111,0.183666666666667,0.335222222222222,39.9,11.8,25.45,2.12277777777778,0.490166666666667,0.03,0.095,16.785,1.6,0.0915,-0.935,-0.585,67.85,3.39638888888889,44.1,12.7,4.25,3.9,2.4,0.5,6.65,0.253777777777778,3.7,1.5,1.2,0.25,0,0,947.5,7.75,91.75,432.35,513.25,85.75,865.25,49.4,78.85,58.5713953488372,51.75,4.9,739.05,4090.75,2350.15,132.7,40.2,22.95,46.25,49.75,881.3,654.45,76.9674926686217,115.85,523.3,691.05,76.4011324041812,8712.35,2515.6,259.7,302.8,86.8616233766234,201.85,245.7,80.7094623655914,47.2,99.1,44.58,2.6,3.32,-0.72,28.9,25.15,3.6,63.65,23.95,17.6,8.45,11.05,4.45,4.7,21,38.825,16.3,310.45,92.3,29.1462244897959,70,139.85,100.6,24.3,1.15,0,23.15,15.3,39.25,6.9,0,0,27.9,35.5,6.4,36.75,15.3,0,0.25,0,123.5,4.75,20.35,24.0363636363636,"Squad(20/21)"
"Adil Aouchiche","AS Saint-Étienne",19,"midfield","France",9e+06,2,"Ligue 1",23,14.3333333333333,1175.33333333333,13.0333333333333,1.33333333333333,3.33333333333333,1.33333333333333,0,0,1.33333333333333,0,0.0666666666666667,0.173333333333333,0.24,0.0666666666666667,0.24,2.2,2.2,3.4,5.6,0.113333333333333,0.18,0.293333333333333,0.113333333333333,0.293333333333333,18,8,44.4,0.933333333333333,0.413333333333333,0.07,0.17,20.7,1.33333333333333,0.12,-0.866666666666667,-0.866666666666667,63,3.73,33.6666666666667,21.3333333333333,0.666666666666667,1.33333333333333,4.66666666666667,1.33333333333333,5.33333333333333,0.28,3.33333333333333,2,0,0,0,0,722.666666666667,9.33333333333333,106.333333333333,377,300,31.6666666666667,637.333333333333,23,42.3333333333333,68.8,25.6666666666667,2.66666666666667,488.666666666667,2983.66666666667,1690,77.3333333333333,23.6666666666667,8.66666666666667,26.6666666666667,30,601.333333333333,487.666666666667,80.9333333333333,56.6666666666667,404,561.666666666667,73.6666666666667,7578.66666666667,2427,201.333333333333,236,86.0333333333333,120.666666666667,157,80.7,70,141.333333333333,49.6666666666667,3.33333333333333,3.4,-0.0666666666666667,37,18,5.33333333333333,39.6666666666667,26,14.6666666666667,8,8.66666666666667,9.33333333333333,9.33333333333333,34,18.6666666666667,24.6666666666667,270.333333333333,75.6666666666667,26.7666666666667,52,126,92.3333333333333,9,0.666666666666667,0,8.33333333333333,6,32,8,0,0,13.6666666666667,20.6666666666667,1.33333333333333,27.3333333333333,6,0,0,0,80.6666666666667,10,20.6666666666667,32.6,"Squad(20/21)"
"Admir Mehmedi","VfL Wolfsburg",30,"attack","Switzerland",3600000,1,"Bundesliga",19.85,11.6,1062.8,11.795,1.7,2.55,1.7,0,0,0.45,0,0.0888333333333333,0.191333333333333,0.280166666666667,0.0888333333333333,0.280166666666667,1.475,1.475,2.06,3.52,0.101833333333333,0.166555555555556,0.270888888888889,0.101833333333333,0.271,16.7,5.7,30.7811764705882,1.16788888888889,0.389055555555556,0.0715294117647059,0.204,15.27,0.25,0.0930588235294118,0.225,0.225,41.85,3.409,31.85,4.5,0.6,1.55,2.4,0.95,5.15,0.378944444444444,4.05,0.15,0,0.3,0.5,0.15,665.5,6.55,74.8,316.55,312.3,45.35,617.85,9.7,16.2,63.775,11.1,0.9,449.15,1999.55,917.9,57.5,16.9,7.95,18.6,19.35,632.7,465.9,74.324126984127,103.65,402.85,537.55,75.5431818181818,6642.9,1854.85,214.25,258.8,82.8487786259542,136.95,173,79.9012871287129,37.55,71.35,54.5016666666667,2.55,2.06,0.49,34.45,18.85,4.2,47.15,21.7,13.35,7.2,8.35,6.15,6.9,21.6,31.0764285714286,14.7,269,83.35,32.1356983240223,50.25,134.3,84.45,15.7,1.1,0,14.6,6.15,27.85,3.75,0.25,0,22.9,21.75,9.95,23.65,6.15,0,0.1,0,90,12.6,25.2,30.6714516129032,"Squad(20/21)"
"Adnan Januzaj","Real Sociedad",26,"attack","Belgium",10800000,1,"La Liga",25.3,13,1143.45,12.725,3.2,4.2,1.7,1.5,1.5,2.3,0,0.265,0.3395,0.6045,0.13,0.4695,3.825,2.675,3.525,6.21,0.311,0.2865,0.6025,0.211,0.4975,31.5,8.85,28.92,2.456,0.705,0.0545,0.194,20.915,4.25,0.0865,-0.625,-0.975,58.65,4.6295,32.4,10.6,6.5,3,5.65,0.5,9,0.724,5.3,1.25,0.35,0.6,1.25,0.25,763.1,7.85,62.65,349.1,417.2,55.6,696.35,44.15,75.2,58.93,47.5,2.5,621.45,3238.55,2005.9,116.05,31.45,17.95,43.2,39.3,721.8,580.2,80.53,102.9,382.2,549.45,69.415,7262.4,2559.95,187.95,220.6,85.11,126.15,162.1,77.545,60.6,132.2,46.16,4.2,3.525,0.675,30.45,33,7.8,59.9,11.8,6.85,2.85,5.7,3.25,1.65,10.9,15.7,9.25,159.2,41.5,26.535,24.25,82.75,52.2,10.45,1.35,0,9.1,5.95,17.75,4.45,0.25,0,14.75,38.5,2.85,43.95,5.95,0.5,0,0,67.65,7.1,11.4,35.835,"Squad(20/21)"
"Adolfo Gaich","SD Huesca",22,"attack","Argentina",7200000,1,"La Liga",15,9,768,8.5,2,0,2,0,0,1,0,0.23,0,0.23,0.23,0.23,2.5,2.5,0.3,2.7,0.29,0.03,0.32,0.29,0.32,23,7,30.4,2.7,0.82,0.09,0.29,13.7,0,0.11,-0.5,-0.5,14,1.64,8,0,2,0,2,2,3,0.35,1,0,1,0,0,1,261,4,16,142,120,39,254,10,21,47.6,12,4,140,561,242,12,5,2,25,13,409,187,45.7,65,90,141,63.8,1307,235,48,70,68.6,26,39,66.7,9,11,81.8,0,0.3,-0.3,2,4,1,7,10,3,2,7,1,0,9,0,9,203,40,19.7,15,114,74,8,0,0,8,5,15,4,0,0,24,19,3,3,5,0,1,0,28,15,52,22.4,"Squad(20/21)"
"Adrian","Liverpool FC",34,"Goalkeeper","Spain",9e+05,1,"Premier League",7.23529411764706,6.64705882352941,617.352941176471,6.85294117647059,0,0,0,0,0,0.529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941176470588235,0.0805882352941177,0.823529411764706,0.117647058823529,0,0,0,0,0.117647058823529,0.00588235294117647,0,0.117647058823529,0,0,0,0,241.176470588235,215.588235294118,240.352941176471,0.941176470588235,0,0,168.588235294118,0,0,0,0,0,105.823529411765,479,271.705882352941,0,0,0,0,0,93.8235294117647,92.8235294117647,98.5176470588235,0,141.823529411765,218,71.7352941176471,4644.52941176471,2927,19.1764705882353,19.1764705882353,100,59.0588235294118,60.4705882352941,97.5117647058824,61.8235294117647,136,48.5705882352941,0,0,0,2.17647058823529,0.117647058823529,0,0,0,0,0,0,0,0,0.529411764705882,0,0.529411764705882,1.76470588235294,0,0,1.76470588235294,0,0,0,0,0,0,0,0,0.117647058823529,1.17647058823529,0,0,0.647058823529412,0,0,0,0,0,0,39.2352941176471,0,0,0,"Squad(20/21)"
"Adrian Grbic","FC Lorient",25,"attack","Austria",4500000,4,"Ligue 1",33,9,961,10.7,4,0,1,3,3,2,0,0.37,0,0.37,0.09,0.09,5.7,3.4,0.5,4,0.54,0.05,0.58,0.32,0.37,31,11,35.5,2.9,1.03,0.03,0.09,18.5,4,0.11,-1.7,-2.4,13,1.22,7,0,0,2,3,1,2,0.19,0,0,0,0,2,0,329,12,39,166,145,42,303,6,14,42.9,8,1,167,740,434,19,9,6,16,15,402,212,52.7,66,132,214,61.7,1709,233,88,115,76.5,29,52,55.8,4,12,33.3,0,0.5,-0.5,9,2,0,9,9,7,2,4,3,2,5,40,3,144,33,22.9,8,64,72,8,0,0,8,2,11,8,0,0,23,18,2,1,2,2,0,0,51,30,41,42.3,"Squad(20/21)"
"Adrian Semper","Genoa CFC",23,"Goalkeeper","Croatia",2070000,4,"Serie A",6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,204,219,0,0,0,145,0,0,0,0,0,89,513,335,0,0,0,0,0,60,60,100,0,118,200,59,4535,2981,6,6,100,47,47,100,65,147,44.2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,"Squad(20/21)"
"Adrien Rabiot","Juventus FC",26,"midfield","France",2.7e+07,2,"Serie A",29.4,22.25,2030.35,22.55,2.65,1.8,2.65,0,0,5.9,0.75,0.122,0.0795,0.194,0.122,0.194,2.1,2.1,1.14,3.23,0.0935,0.048,0.14,0.0935,0.14,25.3,8.45,33.985,1.066,0.3615,0.12,0.328,16.945,0,0.09,0.55,0.55,42.6,1.8855,36.6,0,1.35,2.2,1.65,0.8,6.85,0.31,4.85,0,0.75,1,0.25,0,1645.75,70.6,393.95,990.35,410,39.5,1620.3,28,40.15,69.36,29.95,0.5,1215,7749.7,3986.6,143.25,51.8,8.4,22.6,25.45,1343.4,1241.2,92.27,75.85,1266.9,1400.25,90.47,21825.85,5037.4,588.25,637.75,92.255,536.4,573.8,93.495,118.65,137,86.015,1.8,1.14,0.66,112.1,17.95,2.55,90.3,60.35,38.7,22.85,27.3,10.2,19.6,45.5,42.665,25.9,433.9,131.65,30.945,131.8,215.85,86.25,39.65,8.85,0.25,30.8,26.35,86.7,26.6,0.65,0.75,41.5,20.8,0,13.5,26.35,0,1,0.15,195.2,28.65,17.55,60.815,"Squad(20/21)"
"Adrien Silva","UC Sampdoria",32,"midfield","Portugal",2700000,1,"Serie A",21.25,15.25,1371.65,15.27,0.5,1.1,0.5,0,0,6.95,0.5,0.03,0.0795,0.1045,0.03,0.1045,0.385,0.385,0.965,1.35,0.0243333333333333,0.0608333333333333,0.0851666666666667,0.0243333333333333,0.0851666666666667,8.95,1.9,20.52,0.5725,0.114,0.085,0.5,23.7470588235294,1.25,0.0463333333333333,0.115,0.115,27,1.61533333333333,23.1,2.25,0.9,0.15,0.15,0.45,2.5,0.153666666666667,1.5,1,0,0,0,0,1013.2,35.5,231.45,657.7,179.4,5.25,968.2,13.75,20.85,67.23,14.15,0.7,646.4,2575.1,1273.9,53.55,14.4,0.5,11.65,18.25,705.15,656,92.7690092879257,22.05,736.3,852.1,86.1339663760897,14629.1,3756.75,287.35,321.5,89.0818181818182,306.2,340.85,89.858125,127.45,162.55,76.7438957055215,1.1,0.965,0.135,73.95,7.4,0,65.35,42.75,25.85,20.1,20,2.65,11.95,43.8,26.7582352941176,31.85,413.9,123.4,30.0628455284553,131.25,223.65,59,30.9,4,0,26.9,23.15,65.9,15.35,0.5,0.5,27.35,20.5,0,7.25,23.15,0,1,0,178.1,11.7,17.1,40.9688888888889,"Squad(20/21)"
"Adrien Tameze","Hellas Verona",27,"midfield","Cameroon",5400000,3,"Serie A",28.4,23,1944.1,21.6027777777778,0.75,0.55,0.75,0,0,4.6,0,0.0227777777777778,0.0185,0.0412777777777778,0.0227777777777778,0.0412777777777778,1.18,1.15,1.435,2.525,0.0421666666666667,0.0481666666666667,0.0903333333333333,0.0421666666666667,0.0903333333333333,13.3,2.65,21.255,0.467888888888889,0.0967777777777778,0.13,0.665,20.1666666666667,0,0.09,-0.43,-0.4,33.3,1.13277777777778,27.55,0.3,1.65,0.15,2,1.65,3.05,0.0973333333333333,2.15,0,0.5,0,0.15,0.25,1269.8,58.4,316.4,769.55,258.1,19,1242.45,31.75,46.95,65.415,34.25,1.55,869.5,4030.45,2052.5,88.15,25.35,3.2,23.35,24.45,943.4,837.8,88.1807399103139,59.85,872.8,1031.1,84.4548858447489,15781.65,3353.05,378.6,429.05,88.3172222222222,375.2,419.9,88.94625,101.2,144.9,68.0405555555556,0.55,1.435,-0.885,71.4,16.4,1.45,74.55,45.2,34,23.1,17.65,4.45,12.45,39.95,30.852380952381,27.5,413.4,118.05,28.5380829015544,126.95,211.6,74.85,42.8,7.9,0,34.9,26.55,71.75,40.3,1.75,0,31.1,24.85,1,11.4,26.55,0,0.65,0,221.55,29.95,32.05,48.1734615384615,"Squad(20/21)"
"Adrien Thomasson","RC Strasbourg Alsace",27,"midfield","France",5400000,3,"Ligue 1",33.45,28.6,2460.05,27.345,5.75,2.25,5.75,0,0,6.15,0.65,0.2165,0.0785,0.301,0.2165,0.301,5.845,5.83,4.145,10.025,0.215,0.1515,0.368,0.215,0.3665,49.45,15.9,32.285,1.8295,0.589,0.1165,0.357,16.495,0,0.12,-0.095,-0.08,81.65,3.011,58.45,3.15,6.95,4.7,5.6,2.8,8.2,0.298,5.4,0,1,0.95,0.85,0,1450.7,11.7,185.35,708.85,635.85,115.95,1407.1,26.7,51.8,52.08,29.35,1.75,1027.8,4388.3,1989.5,103.15,34.25,12.55,54.3,50.45,1374,1033.25,75.2,211.4,857.9,1121.9,76.505,14415.5,3227,424.85,518.45,81.95,324.35,407.15,79.805,83.15,128.45,64.82,2.25,4.145,-1.895,64.8,26.15,5.35,79.1,45.5,32.4,16.5,18.45,10.55,13.1,60.85,21.25,47.75,688.45,191.45,27.78,121,348.3,219.15,37.3,3.65,0,33.65,20.6,66.1,6.6,0,0.65,40.4,40.6,6.6,40.1,20.6,0.6,0.15,0,222.1,19.75,52,26.765,"Squad(20/21)"
"Adrien Truffert","Stade Rennais FC",19,"Defender","France",10800000,4,"Ligue 1",29,23,1951,21.7,1,3,1,0,0,3,0,0.05,0.14,0.18,0.05,0.18,1.5,1.5,2,3.5,0.07,0.09,0.16,0.07,0.16,23,3,13,1.06,0.14,0.04,0.33,20.2,0,0.06,-0.5,-0.5,36,1.66,31,0,1,2,2,0,4,0.18,3,0,0,0,1,0,1538,47,347,744,532,45,1355,15,32,46.9,20,1,980,4777,2590,143,33,9,23,24,1115,999,89.6,60,1083,1290,84,17581,4615,545,603,90.4,449,525,85.5,74,128,57.8,3,2,1,52,21,11,80,39,22,17,14,8,12,30,40,18,309,89,28.8,111,119,79,47,5,0,42,18,57,52,2,0,23,25,0,62,18,1,0,0,175,18,24,42.9,"Squad(20/21)"
"Ahmad Benali","FC Crotone",29,"midfield","Libya",1350000,2,"Serie A",16.6666666666667,14.1666666666667,1146.83333333333,12.75,0.166666666666667,1,0.166666666666667,0,0,2,0,0.0183333333333333,0.0766666666666667,0.095,0.0183333333333333,0.095,0.85,0.85,1.03333333333333,1.88333333333333,0.0716666666666667,0.0783333333333333,0.15,0.0716666666666667,0.15,10,3.83333333333333,40.3333333333333,0.775,0.305,0.0333333333333333,0.055,17.15,0,0.105,-0.683333333333333,-0.683333333333333,26.6666666666667,2.06833333333333,19.8333333333333,3.66666666666667,1.66666666666667,0.5,1,0,1.33333333333333,0.113333333333333,1.16666666666667,0,0,0.166666666666667,0,0,835.333333333333,44.1666666666667,236,463.666666666667,183.333333333333,28.8333333333333,787.833333333333,9.5,15,63.75,9.5,0,568.166666666667,2537.66666666667,1095.83333333333,46.8333333333333,19.6666666666667,2.83333333333333,14.1666666666667,20.8333333333333,659,584.166666666667,87.9666666666667,51,598.833333333333,712.333333333333,83.4166666666667,10677.3333333333,2811.83333333333,260,286.166666666667,90.4166666666667,263.833333333333,299.166666666667,87.3666666666667,60,95.1666666666667,62.35,1,1.03333333333333,-0.0333333333333333,47.6666666666667,10.8333333333333,2.5,50.3333333333333,28.5,21.5,15,13,0.5,11.6666666666667,42.5,26.9166666666667,30.8333333333333,272.333333333333,75.3333333333333,27.65,109.166666666667,116.166666666667,47,13.6666666666667,1.83333333333333,0,11.8333333333333,9.33333333333333,37.8333333333333,18,0,0,11.3333333333333,15.8333333333333,0.833333333333333,14.3333333333333,9.33333333333333,0,0,0,119.666666666667,10.3333333333333,7.16666666666667,59.75,"Squad(20/21)"
"Ahmad Ngouyamsa","Dijon FCO",20,"Defender","Cameroon",225000,1,"Ligue 1",2.33333333333333,1.33333333333333,123,1.33333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,11,57,58,12,0,96,0,3,0,0,0,50,233,109,2,1,0,2,0,54,53,98.1,0,66,93,71,1268,380,27,30,90,25,30,83.3,13,31,41.9,0,0,0,2,0,0,1,6,2,5,1,0,2,7,28.6,5,33,7,21.2,25,6,2,8,1,0,7,1.66666666666667,8,7,0,0,3.66666666666667,0.666666666666667,0,2,1.66666666666667,0,1,0,19,2,4,33.3,"Squad(20/21)"
